label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41
A,0.0,0.0,0.20143360378061131,-0.16244643792493216,0.374467539429218,-0.33965165881803827,0.5265839292222863,-0.5488470409210364,0.6416545575986856,-0.6531117389293593,0.3032606764921897,-0.7133132284852276,0.31179999201386593,-0.9501477595511938,0.27938240844659057,-0.6836017192650853,0.26721358289961816,-0.5481999406975253,0.1836027550463942,-0.7453307845730875,0.18473040708758964,-0.930011486560122,0.16666338129937777,-0.5889846878828842,0.17056180733320966,-0.49764528761996146,0.06718816923817893,-0.7260997877766775,0.07449736134747352,-0.8979329146076976,0.07141133872125359,-0.5959717307548648,0.07771869806789782,-0.47087924662373865,-0.04283650939981881,-0.672266673432018,-0.04130203304395448,-0.8361493708491914,-0.01651485690699335,-0.6194988462737863,-0.0029926828810229794,-0.5110858996228915
A,0.0,0.0,0.18757532246132558,-0.15077070101951626,0.360330223560674,-0.3635298618730347,0.5070343581460031,-0.5862166513532984,0.6235445597828474,-0.6878306064087398,0.2731626256716504,-0.7238637010776867,0.27639594112506394,-0.9610438510960831,0.25514773120299544,-0.6863337298018206,0.2513345697596138,-0.565223189375513,0.15619458020306926,-0.7366596717242881,0.15502140703630063,-0.917693726056668,0.1486872636552412,-0.5790431103967025,0.1556779563306605,-0.5071526413561426,0.04210525881776713,-0.7094045342011752,0.045473902660074006,-0.8803838958470093,0.053632293384238014,-0.5692849005163582,0.06139735369564532,-0.45801572978189037,-0.07228509075473738,-0.659906781357912,-0.06943926903165878,-0.8110670421900364,-0.038076501689179136,-0.5966239209797624,-0.02430311917119294,-0.48982926462432114
A,0.0,0.0,0.1879448281183308,-0.15046956912575846,0.35601726124113425,-0.3694474868927979,0.5040347338380393,-0.5931256785864811,0.6257925513544753,-0.683217915903931,0.27283904062811654,-0.7177958583784044,0.2707849586709983,-0.9626398631666703,0.25009750759482224,-0.6875853218372219,0.24690708317763693,-0.5606919892061883,0.15234279177241555,-0.7297081687537622,0.14816922276162867,-0.9127315865043851,0.14308556639156886,-0.5716221373569836,0.15173594622442177,-0.5042605753097643,0.03767948834543727,-0.7057379505707257,0.04006690362861122,-0.8766828824674825,0.048839304036846734,-0.5658048581292529,0.057049582540184204,-0.4611957915956308,-0.07799524156274186,-0.6614516168082919,-0.07256036240938803,-0.8081418571297432,-0.04223592276330382,-0.5961261438536852,-0.02847613815083998,-0.4917561549219992
A,0.0,0.0,0.18663393970271394,-0.13898550864365145,0.36041252294631054,-0.3697453623038248,0.5079581734365282,-0.5945062043951158,0.6303851395575987,-0.6864335692683537,0.27231751400179166,-0.7288635483241891,0.2679316483155032,-0.963437923184954,0.2516078065938439,-0.6870255978174413,0.25168273355816695,-0.5697898039527283,0.15031594308239177,-0.735476749938649,0.14681374068590447,-0.9177721545797207,0.14379286488699083,-0.5778342161166936,0.1506751703873996,-0.5090082062464071,0.035314819545879,-0.711201257745475,0.037323653671753505,-0.8892446099266831,0.045067619261877044,-0.5716005037468895,0.05228646291612543,-0.4690273891455137,-0.08341165155058732,-0.672375582266384,-0.07806819815406348,-0.8148001330415267,-0.05115643765701145,-0.5969657083817529,-0.03818869075140958,-0.4912481940212661
A,0.0,0.0,0.18700264628589627,-0.12906727438559545,0.36270931357654806,-0.3546876103281075,0.5145089834296228,-0.5755341400185521,0.6348123184716576,-0.6785646265598176,0.2816719767113343,-0.7203289166752207,0.28017735884785144,-0.9599482525579398,0.2603985290561479,-0.6803154493718175,0.2612880376081271,-0.5631186126801214,0.15778721901464443,-0.7279778999276945,0.15955945453701434,-0.9118838197485332,0.1524346822015042,-0.5653395539512175,0.16076849839785673,-0.49848170321336954,0.039443761051688314,-0.706959696051981,0.045667010222168763,-0.8766206634538987,0.0504494669956326,-0.5593892767892445,0.05976709310684077,-0.4651754870924014,-0.08168415023357271,-0.673245303476977,-0.07244907786359157,-0.810038134248888,-0.04897679582532199,-0.5960909827531262,-0.03684438616864142,-0.49457465784590565
A,0.0,0.0,0.18462480144947116,-0.11707535767203786,0.3624844912706087,-0.34990774083790105,0.5108858514059227,-0.5736671850388823,0.635323726609687,-0.6697078440840964,0.27446679474567265,-0.7201190761197205,0.28044756800168974,-0.9598693461101555,0.25795503058216035,-0.6717581330448444,0.25289314657760237,-0.5575138324449196,0.15177978617002186,-0.7277443009125055,0.15582936797613592,-0.9047559205389684,0.14978379714822287,-0.5520599657603724,0.15831437617333735,-0.4966812751292361,0.035472567477326515,-0.7078812873274982,0.04298631486846156,-0.8639339831192723,0.04979021977996971,-0.541733918488989,0.060887656566785825,-0.4618743215257193,-0.08483627429228356,-0.6792676174378284,-0.0745620224484354,-0.8046690367986841,-0.048038393977272165,-0.5824246621405864,-0.03430248105981678,-0.4847534063025952
A,0.0,0.0,0.1823896324560137,-0.1299912913259068,0.35767243278499516,-0.36327254189091107,0.5038389791645614,-0.5862987072469895,0.626745376301494,-0.6764456160014054,0.27452128872241915,-0.7266353790631045,0.2762470731829845,-0.9610866529912039,0.2541813227901772,-0.6785342772731336,0.25038065450690555,-0.5666624510186381,0.1512567838912928,-0.7354162772266812,0.15425841312147967,-0.9093057005478462,0.1500907347923386,-0.5647651903079379,0.159494214681142,-0.5108565758140822,0.034168974407651174,-0.7127915863250909,0.04082554890260825,-0.8635552435217748,0.0508476362524974,-0.5491254540997241,0.06302139020829595,-0.46614875373784154,-0.08487777636615812,-0.6802130064462701,-0.07478648383002792,-0.8054358166853016,-0.04628322038171259,-0.5897462489137908,-0.0321461799402856,-0.495812237364371
A,0.0,0.0,0.17878478872055278,-0.1078230330703624,0.36239373140442266,-0.3522018046647955,0.5182793129837585,-0.567980343846923,0.6469270863742935,-0.6483707810656326,0.2753120982951268,-0.7312187239323371,0.28565240355645666,-0.9583332950192324,0.26250731512046516,-0.6739223904593423,0.255425563429362,-0.5649249664462818,0.15126645579358433,-0.7399697884634183,0.1633752107926525,-0.9102956941471679,0.15626006848708393,-0.5564255571172073,0.1605687650528708,-0.5028962078758096,0.033518130661911436,-0.7211514264356086,0.04891828513744222,-0.8686130952464719,0.05607019524849877,-0.5447489736273863,0.06274657507524388,-0.46875738218643775,-0.08660555811675497,-0.6902361840481327,-0.06733470696273954,-0.810230831447242,-0.04198137136455031,-0.5881861866767925,-0.03353997346191245,-0.49533827225051963
A,0.0,0.0,0.1777987886749794,-0.10889425751586579,0.36141643967009324,-0.3554522078772593,0.5131219524504663,-0.5744204479031679,0.6391976838385144,-0.6570316869729825,0.27325263119811166,-0.7321943467090619,0.28353531634903784,-0.9589617950590372,0.25764626550765096,-0.6737880504171357,0.2502968858665219,-0.5742876008944088,0.14887549037533665,-0.7412116096560624,0.15896091949645375,-0.9097417605318115,0.1520818944900254,-0.5578805597486977,0.15695100958852315,-0.5078288158338473,0.03049252636786183,-0.7220853426884396,0.042914919487735716,-0.864294581053344,0.052183067277507426,-0.5403619593690415,0.06117980427274467,-0.46702453042051945,-0.09027493255584794,-0.6927533765003765,-0.07094558389040904,-0.8051913824203865,-0.043732309710071894,-0.5833201085801193,-0.03339822801149464,-0.49273587116494333
A,0.0,0.0,0.18265194834040427,-0.11806214904991225,0.36172203285013055,-0.3557383589066796,0.5065449767638437,-0.5815795911150309,0.6332537742598765,-0.6686629230882489,0.2648594781458931,-0.7272026982658745,0.2763555527730824,-0.9610554658558912,0.25498232564575296,-0.6718640161705647,0.24857584817663184,-0.5743968276670929,0.14241887811524698,-0.732358865660255,0.1532346159306681,-0.8984013199738125,0.15107493442121006,-0.5472544368040665,0.1556036360758028,-0.5081234615985872,0.025836458880094216,-0.7101021799753182,0.0417163761269914,-0.8600947153641229,0.05321129540297192,-0.5343992290216193,0.060748421571644,-0.4647707230429674,-0.09391442851990883,-0.6788154893098601,-0.07331748737139623,-0.7979280176586788,-0.04436482621446562,-0.5762966651880356,-0.03661351993838505,-0.48739360004434673
A,0.0,0.0,0.17718578048943218,-0.10591015362971017,0.35397293822710324,-0.34899663639413386,0.5010711063170353,-0.5683861612304074,0.6261421810271265,-0.6507393363657448,0.2680650106420064,-0.734209709996095,0.27127344034822926,-0.9625023223668792,0.25439141521445174,-0.6677869415675775,0.24973330838950336,-0.5838416926524664,0.13937655532104662,-0.734554274756162,0.1484977426797703,-0.9016741165828412,0.15210864072659433,-0.5416188851723751,0.15603147096532843,-0.5184851411983397,0.0212798405312391,-0.7106388873818981,0.03333383875032217,-0.8596668818257255,0.049595790152136075,-0.528080434724056,0.059626514208510985,-0.4697964705165839,-0.09668843159131131,-0.6805804465205988,-0.08232900286262854,-0.7992372987934488,-0.05146991040483438,-0.5716364529180032,-0.03993462718328832,-0.48362762521261304
A,0.0,0.0,0.1798864597900516,-0.1106775713443185,0.3572232218094012,-0.3426151152335307,0.5058791852002447,-0.5604979591109148,0.6332035209063648,-0.6445710793617505,0.2772102504125932,-0.7316375910134768,0.27824168404249344,-0.960511095855325,0.25993282925649314,-0.6643715678672961,0.2579125486620901,-0.5762873779685499,0.1471241639532875,-0.7359974971712331,0.15426804956296394,-0.9062176092390094,0.15538982854762237,-0.5476682584768793,0.1605227322017229,-0.5174962112795485,0.027430764453871284,-0.713509977152308,0.038968284420126606,-0.8731210575982528,0.052335490395594784,-0.5407214599931125,0.06234852878798648,-0.47009472170160427,-0.09176865173554576,-0.6820403021555764,-0.08075972362261659,-0.8106537923452432,-0.04937929355001264,-0.5820897285966714,-0.03697942112022231,-0.48740053396796934
A,0.0,0.0,0.1834213617963517,-0.10427026822208567,0.3667330732969024,-0.3453534696417567,0.5230309191589739,-0.5539394090224808,0.6495385979734061,-0.6387110996185937,0.2732814873254441,-0.7150010367809191,0.2850270727298223,-0.9585194665790928,0.262039081067425,-0.6825641650556394,0.25464402267574154,-0.5692734794340625,0.1506506903263673,-0.7267123495802781,0.16112554451377953,-0.9030871095028586,0.15059487336674598,-0.5538278853045405,0.15362138683280663,-0.5025886877812987,0.03389196972101456,-0.7069585457381494,0.04992400008079274,-0.871086414532132,0.05562421754356038,-0.5473096986753581,0.060812274453830466,-0.467398767121647,-0.0863960577921998,-0.6714214909762132,-0.06756001039573004,-0.8000330228530942,-0.04255357168017613,-0.5769093276712989,-0.033846842287717574,-0.4794001297486926
A,0.0,0.0,0.18073876081200255,-0.11311705564709434,0.3644556253333596,-0.3581813573795961,0.52189706750071,-0.5685631083678995,0.6509816046244714,-0.6380063434265798,0.2706944655470458,-0.7381416267449256,0.28863957991189587,-0.9574378271764096,0.2632313964157272,-0.6649823415746408,0.2547955971636108,-0.5694510296414008,0.14482587991276644,-0.7466095986436293,0.16867544094178205,-0.906757373201288,0.1596106336196526,-0.5521458664236343,0.15653705156285785,-0.5104693762621302,0.026929325924355207,-0.7219235488033438,0.05164377304963875,-0.880083841703456,0.05770082092355258,-0.5496466864822708,0.058330540293575206,-0.4717722482638437,-0.0919813230161804,-0.6849475479667073,-0.06816437235683491,-0.81139086400873,-0.04008629691700268,-0.5897530639456978,-0.03654664920777482,-0.5009099418564136
A,0.0,0.0,0.1821570693015828,-0.10982956394896655,0.36911664662885746,-0.3504755302201135,0.5267897289944454,-0.5568262629352833,0.6544550027828174,-0.6264631226823816,0.273629919869421,-0.7271584595547451,0.2904494973803989,-0.956890322592654,0.2660132033191199,-0.6646718032960728,0.2566609046843336,-0.5544012721238719,0.14798945530001748,-0.7359690329160354,0.1696556156312522,-0.9026579324623802,0.16128052755357372,-0.5461485409385677,0.1579777685698068,-0.49259262215771105,0.02955472626741589,-0.7133450680939566,0.05260041670465404,-0.8763593138725437,0.057590571523624276,-0.5433209564812795,0.05547799645129946,-0.4584997818125967,-0.09171350771726618,-0.6759586784236411,-0.0680305417989118,-0.8120625211505202,-0.04325579278533928,-0.58902410639169,-0.042390304157738166,-0.4944380623122312
A,0.0,0.0,0.18174447454730894,-0.11070416859699575,0.36918933234969603,-0.3414529296667222,0.5283157589742326,-0.5516131223697677,0.6529760477172675,-0.6289145909771678,0.279471073768535,-0.7317695959433966,0.2975170707300043,-0.9547164985608229,0.27153221602340033,-0.6689559664279886,0.26151935941449483,-0.5603271076927813,0.15505725265280032,-0.7430033194561495,0.17915645521082202,-0.9023293455288587,0.16618402057728776,-0.5464794726326948,0.16447546241091016,-0.5014978196523904,0.038468614829094847,-0.7225340519090659,0.06247107665840453,-0.8770985331820181,0.06506761748200555,-0.5493883587339781,0.06421301064931237,-0.4688539690152891,-0.0815435850676188,-0.6863830630753375,-0.058157838555733594,-0.8161345033697096,-0.03205936402094162,-0.595364622210267,-0.030244287265637746,-0.5054716731432669
A,0.0,0.0,0.1823935300673281,-0.11428252381005291,0.3680531402628034,-0.3497205249474235,0.5252416441619151,-0.5568826704497317,0.6518290838835983,-0.6341663335385079,0.2794478692064708,-0.7336217457070927,0.2972331531794705,-0.954804929109077,0.2709534343774551,-0.6644404966643305,0.25978930762699043,-0.5613192777497151,0.15457134189432184,-0.7437589342934484,0.17669620476752554,-0.9025957271270689,0.16542788644682788,-0.5471110206222767,0.1630823822548434,-0.5051502534344252,0.03654530179210621,-0.7210061001438197,0.06122128440917604,-0.8745994522054651,0.06416540173201474,-0.5456857667677979,0.06240749458299004,-0.4691850599161683,-0.08361536310525777,-0.6849230399117368,-0.05915785718702024,-0.8110612620196758,-0.033104700783818754,-0.5916913375384024,-0.03319413188160207,-0.5068904697230875
A,0.0,0.0,0.18628430844051735,-0.11972974770731575,0.37173546428483073,-0.3488332281183877,0.531763939688698,-0.5545705949190848,0.6582265433672689,-0.6336459320608613,0.2821319794639803,-0.7353688403494634,0.3042949041580152,-0.952577876765708,0.27620509152236017,-0.6663826745058059,0.2643557739080372,-0.5668834637625407,0.1563427918684544,-0.7470116639961288,0.18237647262710335,-0.9026913699168344,0.17049910054008133,-0.5491808740128663,0.16824506501845354,-0.5083479152141025,0.03783058652862701,-0.7230631482315817,0.06379625150172055,-0.8722513971321639,0.06685766865044496,-0.5471729131878204,0.06613385238098114,-0.47371260263998527,-0.08141527589376213,-0.6844438830576574,-0.058642873217252214,-0.8118425057323291,-0.03049961572372268,-0.5940567215517584,-0.029865562893069415,-0.5118879982109723
A,0.0,0.0,0.18503282515323066,-0.1231310600554591,0.3674511732002956,-0.3544189156103702,0.5254789300370946,-0.5613800793391713,0.6527046757144597,-0.636091326528864,0.2765162431207085,-0.7313960585208439,0.2928374107366017,-0.9561622513324205,0.2686855153487201,-0.6674846796000339,0.25643787895110454,-0.5510641453141174,0.15043534323558305,-0.7428205269133525,0.17048819126885173,-0.9081787207806603,0.16160203322511482,-0.5528031681443525,0.15817414749077385,-0.4944043651051392,0.03149590831144048,-0.7171820439756469,0.05521811850603507,-0.8774270876339909,0.05988037459642451,-0.5514950845055577,0.05675241250734073,-0.464016173336271,-0.0899799832250734,-0.6763485928069657,-0.0660550069812675,-0.8102186749600465,-0.03878845278905811,-0.593903557354695,-0.03739040841318378,-0.5049785137064406
A,0.0,0.0,0.1825508948577218,-0.11915208873365436,0.3669414591363873,-0.34991456088258255,0.529507351244868,-0.5558272414456558,0.6605839210801956,-0.633935438049212,0.27811768664796616,-0.733528618079735,0.29426652465592024,-0.9557233974675552,0.2686885775105409,-0.6702970746049398,0.25973769123832535,-0.5662312528816958,0.15348883102333308,-0.7427226256937169,0.17516211539010437,-0.9066022299598308,0.16344966510163,-0.5497893069931125,0.16239500406188445,-0.5055627554545322,0.034487910372042234,-0.7181474854202958,0.057793447488607236,-0.8752029933171559,0.06115995848563256,-0.5487418967480151,0.06051189124881391,-0.4721763616361367,-0.08763843235421959,-0.6798347259410388,-0.06372882714108782,-0.8100185691504317,-0.038696337502201944,-0.5958531659513495,-0.038758408698811975,-0.5114071156620722
A,0.0,0.0,0.17901796419567487,-0.10876322748465922,0.36686947672844056,-0.3475828961924589,0.5295243286631016,-0.5576935328047135,0.6599816603021328,-0.6351090055325405,0.27978279535763145,-0.7357080713429862,0.29853391018577213,-0.9543990279066683,0.27144883325427166,-0.6681571638161865,0.26167413032274756,-0.5731419911163053,0.15592030736107626,-0.7452352168087671,0.17979738851623275,-0.9017938298293124,0.16680356608082908,-0.5440752548411841,0.16561583552602344,-0.5127440766195029,0.03825553502836108,-0.7231842809240376,0.06281383543892051,-0.8741064357686051,0.0656219223047446,-0.5457300728963325,0.06534273855483161,-0.47793335280222654,-0.08138086348196232,-0.6872760159899157,-0.058084724450159934,-0.8104265854241928,-0.032006562972935484,-0.5935051739878889,-0.03175366175572914,-0.5101716600988203
B,0.0,0.0,0.09184587434308147,-0.09376048387028191,0.15718399765699728,-0.24445394995550185,0.12831277137566785,-0.36807012889519714,0.060455338632453136,-0.41007526357542845,0.09359826160540417,-0.5373231583062883,0.10284739216843697,-0.7288140002442106,0.10040731846967085,-0.8429778019392994,0.09297187736876643,-0.9504478839873466,0.03215763369653321,-0.5524994379872439,0.0500673702619405,-0.7628814377505598,0.05376554560815256,-0.88917668691943,0.053381088217401854,-0.9985742132764726,-0.02464269313670297,-0.5219902239598638,-0.009894972094446342,-0.7189867770436221,0.0007903060844928802,-0.8372122890231587,0.006875575025623709,-0.9398975761393371,-0.08545822614774663,-0.45525686023411843,-0.0759995780280166,-0.6164460716931423,-0.06645577494048768,-0.7132013965885388,-0.05664000927341933,-0.8083511430270746
B,0.0,0.0,0.09263414335555555,-0.09418535588031923,0.15592769883403612,-0.24692864518185942,0.12113157188115038,-0.3682318001385963,0.052952000923809084,-0.4123607006537736,0.0925356321229605,-0.5330108719279466,0.10244737313913159,-0.7259950848709261,0.10026176952513384,-0.8419711372060924,0.09278317922272301,-0.950013877527696,0.03016143611655933,-0.5499160250967794,0.04800926327926602,-0.7619306131623469,0.050982012368331255,-0.8902247012593014,0.0497759137902322,-0.998760410912621,-0.026749134511535225,-0.5210672850934099,-0.012561097029509359,-0.7197152151333882,-0.0025857280272762752,-0.8390819662508525,0.0026378463127055335,-0.9415123994716169,-0.08715900827661621,-0.45476527094184976,-0.07822511962138116,-0.6151340025210533,-0.06941751304052425,-0.7121737051341851,-0.06056543179594034,-0.806593917931518
B,0.0,0.0,0.09214014882684565,-0.09606968002413922,0.15598200510159935,-0.24943029610791792,0.12175074942944628,-0.3695987773088894,0.05299375207487889,-0.4122088317930223,0.09358247899306243,-0.5296564124652341,0.1029393187106101,-0.7212672936343687,0.1012983762421948,-0.8381078306201563,0.09529242236764773,-0.9469464334371016,0.03150613059811765,-0.5458340739016222,0.04856484442145193,-0.7572200515063753,0.05221221119887175,-0.8872645807741277,0.052406716304274424,-0.998625823863074,-0.025429796972761976,-0.5167724294879046,-0.011519513527513682,-0.7148809546622874,-0.0009732296178926778,-0.8353984302424249,0.005703898887333508,-0.940029209942039,-0.08638889982788017,-0.45079899675035334,-0.07755698919795997,-0.6099701814896774,-0.06760234698677876,-0.7072496069929093,-0.05726189231086894,-0.8026753372337018
